level_0,Platform,Post ID,Post Type,Post Content,Post Timestamp,Date,Weekday Type,Time,Time Periods,Likes,Comments,Shares,Impressions,Reach, Engagement Rate ,Audience Age,Age Group,Audience Gender,Audience Location,Audience Continent,Audience Interests,Campaign ID,Sentiment,Influencer ID
187,Facebook,fc68aaff-46ce-4c9d-bfaa-c4300368214e,Video,Morning care second nearly fight serve measure add.,2/10/2023 16:33,2/10/2023 (Friday),Weekday,16:33:58,Afternoon,1009,1208,1060,1630,2036,50.79,61,Senior Adults,Male,Seychelles,Africa,few,1975085d-2256-472b-9206-6d4f349103d7,Mixed,
188,Instagram,01670448-21ba-4f46-9fd8-17d5c6b31f26,Video,Lay woman cold small report air entire I.,11/16/2023 4:03,11/16/2023 (Thursday),Weekday,4:03:44,Night,1937,1659,1440,3723,2478,96.43,64,Senior Adults,Female,Madagascar,Africa,training,,Mixed,
189,LinkedIn,7e36af16-666c-4c33-830f-70351e96de7f,Link,All race marriage should wear.,10/28/2023 11:03,10/28/2023 (Saturday),Weekend,11:03:09,Morning,627,451,261,2144,1264,89.26,18,Adolescent Adults,Other,Samoa,Oceania,range,,Positive,
191,Twitter,577ca3c6-2be6-41d1-a4d8-18a32b0d0f24,Link,Middle claim investment role health.,2/27/2022 5:46,2/27/2022 (Sunday),Weekend,5:46:55,Night,1439,1308,1039,1973,2535,66.42,54,Senior Adults,Male,Botswana,Africa,peace,,Positive,
193,Facebook,4ebb8d79-512f-432e-b109-b75c7fcfa63c,Video,Less something high section close.,12/6/2022 22:07,12/6/2022 (Tuesday),Weekday,22:07:26,Night,1614,1103,1033,2760,2541,63.99,21,Adolescent Adults,Male,Solomon Islands,Oceania,real,23ee7036-1d72-429f-be63-ccff81eccc76,Neutral,
194,Twitter,c7213e9d-591a-4bf9-b1af-7e007dbb91b9,Video,Machine no style surface however however order.,2/17/2023 22:49,2/17/2023 (Friday),Weekday,22:49:07,Night,2410,1823,1740,3905,4238,44.47,45,Mature Adults,Male,Timor-Leste,Asia,call,,Neutral,
195,LinkedIn,fd454a09-6462-41c5-a44c-eaaea6f410b4,Link,Effort million concern little across enough oil practice.,6/28/2021 17:53,6/28/2021 (Monday),Weekday,17:53:45,Afternoon,399,453,279,4719,3416,25.06,35,Mature Adults,Other,Malaysia,Asia,prepare,,Positive,
196,Twitter,4e4ff7f9-2774-4811-9502-c4e7b696c59c,Image,Body bank can million bad.,1/13/2023 0:46,1/13/2023 (Friday),Weekday,0:46:00,Night,1734,1494,1437,4179,5183,19.7,33,Mature Adults,Male,Cook Islands,Oceania,only,,Mixed,
206,Instagram,de2da976-f3d3-41b0-999c-64db53f52cd6,Video,Almost describe officer either approach success late.,9/13/2022 21:42,9/13/2022 (Tuesday),Weekday,21:42:16,Evening,2005,1364,1339,4480,4255,27.34,21,Adolescent Adults,Male,Holy See (Vatican City State),Europe,into,,Mixed,
208,LinkedIn,4c397e3b-2a13-4f7f-b4ea-6e4a8b44faaf,Image,Different military as particular.,5/8/2023 0:00,5/8/2023 (Monday),Weekday,0:00:49,Night,1350,741,648,1972,2250,70.8,56,Senior Adults,Male,Ireland,Europe,need,,Neutral,
211,Twitter,6f2f991e-7fb6-4c41-9f6b-8716e91900a9,Link,Peace myself decade thought exactly.,8/17/2023 2:06,8/17/2023 (Thursday),Weekday,2:06:34,Night,1472,1247,945,3628,4125,29.89,35,Mature Adults,Male,Albania,Europe,yes,4ed9bfb0-d6ea-4e34-8bf1-3691e4588b47,Mixed,
216,Facebook,6e8d6bd5-2f71-4a27-951c-f9be75a6f341,Link,Lead board data dream perhaps character prevent.,1/9/2024 8:03,1/9/2024 (Tuesday),Weekday,8:03:50,Morning,717,517,319,4604,1300,86.64,23,Adolescent Adults,Female,Luxembourg,Europe,edge,5955bf2d-7872-4b6a-bbd4-33db027dbb43,Mixed,
218,Twitter,209c7484-b423-4865-81b6-d7a486d8340b,Video,Increase finally age.,9/30/2021 20:46,9/30/2021 (Thursday),Weekday,20:46:41,Evening,2008,1821,1755,2818,2966,57.39,21,Adolescent Adults,Male,Holy See (Vatican City State),Europe,live,,Neutral,
221,LinkedIn,70113d63-6be5-4fde-afb8-11b4c0a30449,Link,Air unit market us.,10/26/2021 10:16,10/26/2021 (Tuesday),Weekday,10:16:59,Morning,533,132,212,4395,3877,15.28,40,Mature Adults,Other,Brunei Darussalam,Asia,space,,Mixed,
225,LinkedIn,47657203-01e0-45d6-9e20-b7f4817a1d8e,Link,Senior large staff property learn skill sister.,2/24/2024 18:42,2/24/2024 (Saturday),Weekend,18:42:03,Evening,238,169,244,4916,1261,30.23,44,Mature Adults,Female,Latvia,Europe,everyone,,Mixed,
226,Instagram,a119b82c-3a57-4c2e-9c8a-5b95bb85d6bc,Image,Check catch cultural person.,11/14/2023 4:07,11/14/2023 (Tuesday),Weekday,4:07:23,Night,1843,1434,1196,3831,2296,113.66,57,Senior Adults,Male,Thailand,Asia,son,,Mixed,
227,Facebook,3f2bd3bf-9f28-4c9a-9e8b-8ef6c1f99cdf,Link,Company whatever organization send last learn per.,2/20/2024 12:28,2/20/2024 (Tuesday),Weekday,12:28:09,Afternoon,1043,352,350,2910,1686,77.05,43,Mature Adults,Female,Timor-Leste,Asia,smile,,Mixed,
230,Twitter,1c0a3d43-33df-41ca-afb3-a7f3e7894dd5,Video,Election run early heart unit help real.,4/25/2022 23:48,4/25/2022 (Monday),Weekday,23:48:23,Night,2576,1856,1693,1710,2737,116.53,65,Senior Adults,Male,Angola,Africa,rock,,Mixed,
234,LinkedIn,c1476d26-9823-49c0-8f7f-fffd0d12f1c2,Video,Home table too.,1/10/2024 18:19,1/10/2024 (Wednesday),Weekday,18:19:13,Evening,1020,1249,978,3394,4169,25.14,51,Senior Adults,Other,British Indian Ocean Territory (Chagos Archipelago),Africa,view,,Neutral,
235,Twitter,c0eacc01-43e8-429e-a3b3-6a7dbf70deb2,Video,One piece say two.,1/29/2023 9:24,1/29/2023 (Sunday),Weekend,9:24:33,Morning,1707,2062,1732,4555,4116,27.86,42,Mature Adults,Male,Indonesia,Asia,through,,Positive,
238,Twitter,b72e9a5e-620e-4b09-bd33-2cb002ac96ee,Video,Wind fund analysis should.,7/3/2023 21:23,7/3/2023 (Monday),Weekday,21:23:25,Evening,2442,2076,1672,4244,3045,96.19,62,Senior Adults,Female,Comoros,Africa,behind,5833f0b4-392a-444d-b8af-2c0b11c6e600,Neutral,
240,Instagram,69b32347-725a-49bc-81ef-ff7a7dff9e17,Video,Back study other respond.,1/13/2022 13:02,1/13/2022 (Thursday),Weekday,13:02:39,Afternoon,2154,1664,1350,4234,4249,43.0,58,Senior Adults,Female,Niger,Africa,soldier,,Negative,
242,LinkedIn,91495230-2049-460e-b2fa-e4aec9ac2eca,Link,Compare price page.,7/25/2023 0:58,7/25/2023 (Tuesday),Weekday,0:58:59,Night,160,532,116,3563,1651,32.75,50,Senior Adults,Male,Bahrain,Asia,course,,Mixed,
243,Twitter,06bf9fec-f541-4c62-b793-ee2951b9571b,Video,Carry participant at officer.,8/13/2022 0:04,8/13/2022 (Saturday),Weekend,0:04:50,Night,1971,1955,1632,2445,2804,62.96,57,Senior Adults,Other,Israel,Asia,news,,Mixed,6a3a3e7a-65fd-4466-a14b-0312e8dfb6f4
244,LinkedIn,a0f608db-d598-4832-95da-20c9c86ed2f1,Video,Appear sell policy per prepare necessary.,5/4/2021 18:30,5/4/2021 (Tuesday),Weekday,18:30:22,Evening,1530,1194,906,4705,1924,109.43,56,Senior Adults,Other,American Samoa,Oceania,information,,Negative,
245,Twitter,87c5fa78-8d75-4eba-995e-333a8b50af7c,Video,Dark make which way head.,6/3/2023 22:00,6/3/2023 (Saturday),Weekend,22:00:32,Night,1814,2008,1646,4088,5429,17.45,21,Adolescent Adults,Other,French Polynesia,Oceania,girl,,Mixed,
247,Twitter,29e6d6c9-dc25-4089-8233-ea53acb7b8fa,Video,Place research future partner believe.,3/26/2023 4:41,3/26/2023 (Sunday),Weekend,4:41:12,Night,2088,1978,1729,4467,4840,30.71,51,Senior Adults,Other,Namibia,Africa,radio,,Mixed,
249,Instagram,e7879d51-33b1-4212-9d8b-f12c2b0c2a4e,Video,Interesting drug manage tonight company.,1/31/2022 20:43,1/31/2022 (Monday),Weekday,20:43:19,Evening,1857,1385,1319,3618,2676,48.04,64,Senior Adults,Male,Cook Islands,Oceania,indeed,,Positive,5ef07466-8847-452f-a967-67c1681b5bac
250,Twitter,273dd0b3-efdb-4625-9b87-47e84f9bd7f7,Video,Hundred within inside.,12/24/2022 14:10,12/24/2022 (Saturday),Weekend,14:10:58,Afternoon,2397,1685,1711,4776,6184,21.66,56,Senior Adults,Female,New Caledonia,Oceania,health,199cddf6-ca0e-4971-b219-80ab8fb14b96,Negative,
251,Facebook,95ecf01c-83ca-45e4-b1ce-a3aafcc61ca3,Link,Eat first case check particularly join.,3/23/2022 3:09,3/23/2022 (Wednesday),Weekday,3:09:28,Night,251,213,339,4912,2439,9.07,28,Adolescent Adults,Other,Algeria,Africa,every,,Mixed,
254,Twitter,1d90f856-2b15-47d7-808e-aa1b6ee09bf6,Link,Approach different be decade increase Mrs want other.,2/3/2024 13:50,2/3/2024 (Saturday),Weekend,13:50:50,Afternoon,1021,973,952,2038,2041,21.56,58,Senior Adults,Male,Slovakia (Slovak Republic),Europe,we,,Mixed,
259,Twitter,f04e8888-c53f-47fb-a99b-98ba6409cf5b,Video,Stage a create spring project service ok.,9/27/2023 21:04,9/27/2023 (Wednesday),Weekday,21:04:10,Evening,1801,2071,1732,1699,3155,51.7,24,Adolescent Adults,Male,Costa Rica,NorthAmerica,college,,Mixed,
261,Facebook,ea5f4217-4fee-4bdc-960d-e71acc784df5,Link,Financial buy player by research stuff.,7/28/2023 11:24,7/28/2023 (Friday),Weekday,11:24:28,Morning,256,508,273,2015,1846,26.55,53,Senior Adults,Male,Bangladesh,Asia,security,35a6d062-8409-46f7-a4a8-b297094997ab,Mixed,
264,Facebook,824ba5a3-9d32-4562-8339-eb4e984f6132,Image,Front writer power tree plant identify wait even.,2/1/2022 20:57,2/1/2022 (Tuesday),Weekday,20:57:35,Evening,1149,938,734,4545,1900,78.54,56,Senior Adults,Other,Zimbabwe,Africa,pressure,,Negative,
266,Twitter,edebeaba-a885-434d-9f66-1933a064a94b,Video,Entire force great artist sell thousand.,6/18/2021 6:25,6/18/2021 (Friday),Weekday,6:25:08,Morning,2299,2074,1787,3119,3335,78.39,41,Mature Adults,Other,Turks and Caicos Islands,NorthAmerica,wall,,Mixed,
267,Twitter,e3a1bdbf-66a2-4b67-9511-9d3022351468,Video,Record suffer manage.,4/6/2022 23:18,4/6/2022 (Wednesday),Weekday,23:18:11,Night,2517,2041,1665,4091,5578,35.77,60,Senior Adults,Other,United States Minor Outlying Islands,Oceania,spend,,Positive,
268,Facebook,a34772af-c391-4829-8a1b-cd39e1067983,Video,Fly performance benefit operation firm civil energy give.,9/9/2022 23:52,9/9/2022 (Friday),Weekday,23:52:15,Night,978,1290,1020,1861,2461,37.67,47,Senior Adults,Female,Niger,Africa,design,,Mixed,
269,Twitter,8635c782-7abf-4e3d-840b-0b1aad889682,Link,Must kind care little radio safe chance various.,7/5/2022 10:59,7/5/2022 (Tuesday),Weekday,10:59:01,Morning,1420,1156,968,4748,2576,50.36,19,Adolescent Adults,Other,Iraq,Asia,there,a0c5f56e-a09d-4ede-a56e-cb64fd5126ce,Mixed,
271,Twitter,649867d6-e093-460a-9a69-db66160a539c,Video,Newspaper control project fine low.,1/31/2022 20:08,1/31/2022 (Monday),Weekday,20:08:29,Evening,2151,1625,1734,3273,4036,29.15,54,Senior Adults,Other,United Arab Emirates,Asia,clearly,d70ed78d-a159-421e-9c1c-00345b631383,Positive,
273,Instagram,d6c892b8-c3ba-463a-a929-82e41799f385,Video,Whom teach phone head cell class step.,11/16/2021 15:13,11/16/2021 (Tuesday),Weekday,15:13:52,Afternoon,1472,1523,1433,3394,3002,31.02,27,Adolescent Adults,Male,Italy,Europe,your,,Mixed,
274,LinkedIn,4fa2f0ed-2613-472d-adff-928daa827635,Link,Purpose share idea.,8/28/2021 22:13,8/28/2021 (Saturday),Weekend,22:13:24,Night,333,308,137,4831,2183,22.95,18,Adolescent Adults,Other,Turkey,Asia,simply,,Negative,
275,Facebook,b6cb967f-b6ba-46f7-9ef3-7443635907d0,Link,Group western whatever serve minute later direction.,9/6/2023 23:26,9/6/2023 (Wednesday),Weekday,23:26:40,Night,217,646,355,4070,3236,20.36,57,Senior Adults,Other,Thailand,Asia,cell,e12fee2a-decf-4bfe-82e1-dcb5603185c0,Neutral,
276,LinkedIn,b7db1f40-46d5-4c21-a40f-8fdb6defa20c,Link,Push according those.,9/10/2022 17:45,9/10/2022 (Saturday),Weekend,17:45:20,Afternoon,201,307,144,4214,1855,20.06,33,Mature Adults,Other,Austria,Europe,know,,Positive,
277,Instagram,3bb26f8d-3f63-4190-9aea-462377c0ce6f,Image,Approach great treatment affect politics hot.,10/18/2023 20:51,10/18/2023 (Wednesday),Weekday,20:51:26,Evening,1005,1330,1176,3863,4700,13.81,62,Senior Adults,Other,Uzbekistan,Asia,always,,Mixed,009a3968-f03f-4ea0-81a3-77970a62eb56
278,LinkedIn,c0441c94-63e0-4c00-b52b-1828fb7c2873,Link,Discuss might fight very big these tonight.,12/30/2022 17:54,12/30/2022 (Friday),Weekday,17:54:02,Afternoon,654,328,113,4279,1854,45.32,42,Mature Adults,Female,Turkey,Asia,hundred,,Neutral,
280,LinkedIn,567ec2eb-4d3a-471c-a6fd-8fe8bb87a5b1,Video,Chair everyone food news whole finally.,6/24/2022 22:56,6/24/2022 (Friday),Weekday,22:56:06,Night,1589,1254,884,3096,3547,48.31,40,Mature Adults,Female,Montserrat,NorthAmerica,again,,Neutral,e10291f7-0a35-419f-ba42-ea7304df9230
284,Instagram,7224eaa5-737f-422c-9748-bd3bfb31541d,Video,Range claim training yes wall animal other.,7/26/2022 11:16,7/26/2022 (Tuesday),Weekday,11:16:46,Morning,2229,1376,1475,4121,5163,30.55,20,Adolescent Adults,Other,Germany,Europe,sign,,Positive,
285,Twitter,83a4987c-5c21-4ee8-97b3-1cba1d24d61a,Video,Only ok nothing.,1/7/2024 1:49,1/7/2024 (Sunday),Weekend,1:49:58,Night,1622,1887,1654,4845,6434,7.51,37,Mature Adults,Male,Falkland Islands (Malvinas),SouthAmerica,computer,,Mixed,b5ec6ec6-eba9-42b7-8900-ce88dc44ab03
288,Instagram,15715b47-96f3-4da2-80e9-e3c4da626ac2,Video,Only back camera business.,6/12/2022 20:08,6/12/2022 (Sunday),Weekend,20:08:22,Evening,1841,1733,1473,4717,2851,73.95,43,Mature Adults,Male,Latvia,Europe,local,,Neutral,8c98120b-4477-492e-b15f-d0d60b8cda7e
290,Twitter,c5b8ef5b-b423-489b-910f-e7a69b30a87e,Video,Activity table majority group what.,6/24/2023 4:59,6/24/2023 (Saturday),Weekend,4:59:38,Night,1657,2019,1754,4980,6482,12.9,49,Senior Adults,Other,Kazakhstan,Asia,huge,,Neutral,
291,LinkedIn,9a5f0a24-f429-4acf-b2f9-ae23fed6c7e9,Link,Imagine particularly involve forget.,3/25/2021 5:31,3/25/2021 (Thursday),Weekday,5:31:45,Night,1001,212,264,4271,2907,41.93,60,Senior Adults,Female,San Marino,Europe,leader,,Positive,
293,Facebook,0d50d592-304a-4580-a281-c70cc697e2d5,Image,Nature case it analysis inside attorney.,3/20/2023 9:48,3/20/2023 (Monday),Weekday,9:48:13,Morning,1149,981,715,4932,4425,27.32,23,Adolescent Adults,Other,Angola,Africa,deep,0f662d16-4f98-40b9-b638-1a9e10459f1c,Mixed,
294,Instagram,b1fe1d75-6f39-4956-9643-82f23cffb9a9,Link,Although road southern field production be finish.,8/10/2022 18:20,8/10/2022 (Wednesday),Weekday,18:20:17,Evening,1240,922,649,4312,1973,73.63,59,Senior Adults,Other,Belgium,Europe,different,,Neutral,
295,Instagram,32772c0b-5b09-453e-92c3-838195d78fdc,Image,Sort teach form around.,1/25/2023 1:46,1/25/2023 (Wednesday),Weekday,1:46:16,Night,1866,1104,1014,3816,4488,28.21,48,Senior Adults,Female,South Georgia and the South Sandwich Islands,SouthAmerica,oil,,Negative,
296,Facebook,3e6127d8-ddb7-47be-aac4-643ff8f490e5,Image,Sea cold civil reach yes her author.,12/16/2023 6:47,12/16/2023 (Saturday),Weekend,6:47:14,Morning,1572,678,614,4195,3656,34.82,45,Mature Adults,Female,Tunisia,Africa,together,,Mixed,
301,Facebook,4ebea4fc-e296-4e93-928e-a747a330b9e0,Video,Will example trouble down property building professional.,5/25/2021 14:43,5/25/2021 (Tuesday),Weekday,14:43:29,Afternoon,1304,965,1064,3054,3053,29.4,27,Adolescent Adults,Male,Venezuela,SouthAmerica,ok,,Positive,
302,Instagram,58915a69-b6d3-4c6c-ab6a-e9f1fc6d546f,Video,Authority economy marriage.,11/24/2023 9:18,11/24/2023 (Friday),Weekday,9:18:51,Morning,1415,1551,1410,3230,2497,39.77,39,Mature Adults,Female,Croatia,Europe,reduce,a4b8af6a-288a-4cbc-b8ea-f513a72e0caf,Mixed,
307,LinkedIn,d496893f-0fb3-4bca-9e79-f8f1ce280d08,Link,Outside treat bag staff main popular speech today.,7/31/2023 5:38,7/31/2023 (Monday),Weekday,5:38:07,Night,701,385,264,3922,2822,38.57,55,Senior Adults,Female,Cook Islands,Oceania,guy,,Mixed,5f045073-55f2-4a16-97f8-3a31738ad89b
308,Twitter,c5d38605-f028-4386-9880-b42b755b4412,Image,Low agent popular within pass speak.,8/12/2021 22:07,8/12/2021 (Thursday),Weekday,22:07:48,Night,2122,1699,1394,4537,2856,84.51,61,Senior Adults,Female,Bolivia,SouthAmerica,certainly,b7b52c73-a5ee-4b9a-a28f-ac57316e34e1,Neutral,
309,Twitter,719beb9b-1762-4681-bb6c-571a4b8cb899,Image,No race person measure environment.,12/22/2023 0:59,12/22/2023 (Friday),Weekday,0:59:44,Night,1643,1521,1395,4953,4973,17.94,23,Adolescent Adults,Female,Oman,Asia,own,,Mixed,
310,LinkedIn,c0d4b9e4-6e64-4bf1-80bb-86371fa06ef7,Video,Share gun stock adult player.,10/11/2021 19:42,10/11/2021 (Monday),Weekday,19:42:04,Evening,1454,1129,979,2341,1885,107.1,33,Mature Adults,Male,Afghanistan,Asia,fine,76b011d6-9718-45d3-86d6-d20a20a53788,Negative,
314,Instagram,39398ecc-612d-4e78-874c-56291d7f5bd8,Video,Various others receive visit others study store large.,1/25/2024 18:06,1/25/2024 (Thursday),Weekday,18:06:24,Evening,1334,1718,1466,3872,2392,56.59,18,Adolescent Adults,Male,Honduras,NorthAmerica,direction,,Mixed,
316,Facebook,4fd0f2cb-6724-4a59-8c50-cf9994ab662c,Link,Identify back view run whose.,11/26/2023 4:17,11/26/2023 (Sunday),Weekend,4:17:32,Night,769,253,345,4848,4726,16.95,51,Senior Adults,Female,Turkey,Asia,director,14aab5d0-59a2-447c-8ebc-e114340cc90f,Negative,
320,Facebook,78afab84-014b-440f-9ef2-de4451225d24,Image,Receive step east have nor.,6/6/2022 17:16,6/6/2022 (Monday),Weekday,17:16:33,Afternoon,893,671,653,3889,4361,11.09,40,Mature Adults,Other,Timor-Leste,Asia,serious,,Mixed,
321,Facebook,26915e1a-a1d8-45f4-ae06-b8de2a039611,Link,Foot bank heart seem nice experience.,1/31/2023 16:29,1/31/2023 (Tuesday),Weekday,16:29:12,Afternoon,801,267,272,4733,2349,34.43,34,Mature Adults,Female,Finland,Europe,red,a983c551-744b-41d7-bdc4-393eed34da16,Negative,
323,Twitter,0b07036f-03a8-40c4-8ac4-dad4b3751f31,Video,Ago game eight other argue.,8/17/2021 23:23,8/17/2021 (Tuesday),Weekday,23:23:14,Night,1951,1789,1763,3106,2938,52.54,30,Adolescent Adults,Other,Kazakhstan,Asia,unit,,Mixed,
327,Facebook,d991cf08-abad-43d1-84cd-fb10a7936331,Link,Learn once vote somebody.,10/23/2023 1:38,10/23/2023 (Monday),Weekday,1:38:49,Night,781,450,389,2733,1806,63.51,52,Senior Adults,Other,Seychelles,Africa,free,,Mixed,
328,LinkedIn,2e50d922-5491-4e54-ae99-e3393c228ccd,Link,Culture conference accept left but activity its.,3/25/2022 3:20,3/25/2022 (Friday),Weekday,3:20:12,Night,885,458,195,3931,2088,62.27,20,Adolescent Adults,Other,Madagascar,Africa,teacher,,Mixed,
333,Instagram,71e8deed-261f-4fa6-845e-613beddee63b,Video,About avoid herself yes sport.,6/21/2021 17:17,6/21/2021 (Monday),Weekday,17:17:49,Afternoon,1446,1456,1470,2941,3993,17.53,23,Adolescent Adults,Other,Luxembourg,Europe,expect,,Mixed,
335,LinkedIn,35f487a1-e7d9-4247-a5c4-d3d8bf840504,Link,Source the task seem nation least.,4/14/2021 8:11,4/14/2021 (Wednesday),Weekday,8:11:11,Morning,853,211,163,2963,2326,41.64,65,Senior Adults,Other,Dominica,NorthAmerica,environment,,Mixed,
338,Instagram,5cebce96-7945-459e-8746-5ac11a44b206,Image,Better question exist information power.,8/24/2021 5:07,8/24/2021 (Tuesday),Weekday,5:07:38,Night,1419,1040,1004,1976,2647,28.11,52,Senior Adults,Male,Hungary,Europe,far,8621d423-da03-4163-aeca-f34d0f0d8800,Mixed,
339,Instagram,bff1371a-d10e-4681-babe-6027d82d9781,Link,Firm onto mind bit near.,3/14/2023 19:40,3/14/2023 (Tuesday),Weekday,19:40:43,Evening,620,858,621,1865,1875,23.45,50,Senior Adults,Female,Cook Islands,Oceania,field,,Mixed,
344,LinkedIn,392537fb-17e6-4959-9e55-546d14a00ead,Image,Herself develop for wonder mother.,4/7/2022 17:51,4/7/2022 (Thursday),Weekday,17:51:37,Afternoon,1263,866,547,2702,3098,45.27,24,Adolescent Adults,Other,Bouvet Island (Bouvetoya),Antarctica,describe,,Negative,
346,Facebook,ac30e233-d5b9-434b-ac9f-638f13030163,Video,Similar box TV street.,5/4/2022 6:57,5/4/2022 (Wednesday),Weekday,6:57:16,Morning,1732,1270,956,4761,2636,72.47,42,Mature Adults,Female,Kuwait,Asia,result,,Positive,
347,LinkedIn,6e5fdad0-865f-4b38-a25b-1c7d8051d436,Image,Somebody song million us night high bad.,5/4/2022 13:16,5/4/2022 (Wednesday),Weekday,13:16:27,Afternoon,1417,526,680,4875,4354,29.14,65,Senior Adults,Other,Bahrain,Asia,your,,Mixed,
348,Twitter,3699a267-4e2b-48ed-951d-c54f94190eff,Link,Provide three meeting drug clear.,7/22/2021 0:54,7/22/2021 (Thursday),Weekday,0:54:42,Night,1087,1330,1079,4761,1923,77.81,34,Mature Adults,Other,Guyana,SouthAmerica,hospital,,Positive,
349,Twitter,ae755a6e-0d44-4860-a4a2-d9464c860767,Video,Provide hear attorney administration.,6/14/2022 0:56,6/14/2022 (Tuesday),Weekday,0:56:41,Night,2256,2083,1656,3484,3736,55.95,57,Senior Adults,Male,Kenya,Africa,also,,Mixed,
351,Facebook,67ead6db-ab51-4ddf-b367-896c56cc469d,Image,Popular total there strategy fish.,2/14/2024 20:38,2/14/2024 (Wednesday),Weekday,20:38:09,Evening,1430,875,790,3689,2256,78.2,29,Adolescent Adults,Other,British Indian Ocean Territory (Chagos Archipelago),Africa,hold,,Mixed,
353,Facebook,ac838085-9f3f-4990-a685-c8d4ed114f3b,Video,Step save standard reflect sport care anything.,9/1/2021 18:50,9/1/2021 (Wednesday),Weekday,18:50:40,Evening,1860,1375,1050,3464,3175,69.67,63,Senior Adults,Male,Germany,Europe,industry,,Positive,
355,Instagram,ad7a021a-33f2-454d-ba00-d9b7c6b8f51e,Link,Wall them glass responsibility next.,5/4/2023 18:04,5/4/2023 (Thursday),Weekday,18:04:32,Evening,1307,767,672,4351,1813,77.99,18,Adolescent Adults,Female,Niger,Africa,security,,Mixed,
356,Instagram,505c7f80-bbce-44ab-9736-b0ed8cc9ab83,Video,Parent series they because station.,8/8/2021 9:57,8/8/2021 (Sunday),Weekend,9:57:20,Morning,1799,1727,1340,3377,2489,81.24,43,Mature Adults,Female,Malta,Europe,girl,bb6d298b-48b3-41e3-9377-9519bf9eedf7,Positive,
357,Twitter,7c1e6f20-f03d-4330-acb5-0579e7e33b3f,Video,Word order professional eight letter.,11/9/2022 21:59,11/9/2022 (Wednesday),Weekday,21:59:09,Evening,1626,1897,1716,4042,3668,21.23,34,Mature Adults,Female,Nepal,Asia,particular,,Mixed,
359,Facebook,6a8be4d6-569f-45a9-a1f5-1391cca26c7a,Image,Time place so others short could.,1/2/2024 15:50,1/2/2024 (Tuesday),Weekday,15:50:09,Afternoon,1226,752,791,3280,2194,60.79,57,Senior Adults,Male,Jamaica,NorthAmerica,despite,41980693-f5d5-4b0e-8aa4-6e9ec4b58e2e,Mixed,2334c08d-0baf-41a9-bf71-905d40c68229
360,LinkedIn,7ab175ac-4852-4156-a3a5-4fa24d604ebe,Video,Production once hour particular.,10/7/2023 14:07,10/7/2023 (Saturday),Weekend,14:07:16,Afternoon,1755,921,825,3459,2458,66.41,44,Mature Adults,Female,Comoros,Africa,hotel,,Positive,
361,Facebook,67719f69-9e32-440d-9ae4-41ce1ce8e4b5,Link,Foot process glass drug.,2/13/2022 17:58,2/13/2022 (Sunday),Weekend,17:58:48,Afternoon,665,369,267,2273,2153,35.89,51,Senior Adults,Male,Uganda,Africa,whom,,Mixed,
